COLLEGE_CODE,COLLEGE_NAME,DISTRICT,OC,BC,BCM,MBC,SC,SCA,ST,RECORD_ID,BRANCH_NAME,BRANCH_CODE
2776,"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",COIMBATORE,100.5,87.5,82,81,95.5,125,118,TNEA2025-02139,AUTOMOBILE ENGINEERING,au
2776,"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",COIMBATORE,157,139.5,135.5,137,110,125,118,TNEA2025-02140,Artificial Intelligence and Data Science,ad
2776,"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",COIMBATORE,108,98,135.5,88,110,125,118,TNEA2025-02141,CIVIL ENGINEERING,ce
2776,"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",COIMBATORE,155.5,146,130.5,138,116.5,130,118,TNEA2025-02142,COMPUTER SCIENCE AND ENGINEERING,cs
2776,"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",COIMBATORE,143.5,132.5,130.5,137,108.5,130,118,TNEA2025-02143,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),am
2776,"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",COIMBATORE,144.5,130,125,140.5,107.5,129,118,TNEA2025-02144,Computer Science and Engineering (Cyber Security),sc
2776,"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",COIMBATORE,107.5,87,125,96.5,83,129,118,TNEA2025-02145,MECHANICAL ENGINEERING,me
2776,"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",COIMBATORE,126.5,110,125,120.5,83,129,118,TNEA2025-02146,Mechatronics Engineering,mz
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",TIRUVALLUR,177,172.5,171.5,167,140,118,132,TNEA2025-02147,Artificial Intelligence and Machine Learning,al
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",TIRUVALLUR,175.5,173,171.5,165.28,137.5,118,132,TNEA2025-02148,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",TIRUVALLUR,181,176.5,167.5,174,150,118,132,TNEA2025-02149,COMPUTER SCIENCE AND ENGINEERING,cs
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",TIRUVALLUR,177,174,162.5,167.5,143,111.5,132,TNEA2025-02150,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",TIRUVALLUR,177.5,173,166.5,170,139,113,132,TNEA2025-02151,INFORMATION TECHNOLOGY,it
1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,81,Not Available,104.5,83.5,91.5,81.5,Not Available,TNEA2025-02152,Artificial Intelligence and Data Science,ad
1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,81,Not Available,104.5,83.5,91.5,81.5,Not Available,TNEA2025-02153,CIVIL ENGINEERING,ce
1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,107.5,Not Available,104.5,83.5,91.5,81.5,Not Available,TNEA2025-02154,COMPUTER SCIENCE AND ENGINEERING,cs
1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,107.5,Not Available,104.5,83.5,91.5,81.5,Not Available,TNEA2025-02155,Computer Science and Engineering (Cyber Security),sc
1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,84,Not Available,104.5,83.5,91.5,81.5,Not Available,TNEA2025-02156,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1444,"R.M.Engineering College, Zamin Endathur Village, Madurantakam, Kanchipuram-603311.",CHENGALPATTU,114,Not Available,104.5,83.5,91.5,81.5,Not Available,TNEA2025-02157,MECHANICAL ENGINEERING,me
1128,"R.M.K. College of Engineering and Technology (Autonomous), R.S.M. Nagar, Puduvoyal, Gummidipoondi Taluk, Thiruvallur District-601206.",TIRUVALLUR,173,167.5,159,161.5,138.5,105.5,102,TNEA2025-02158,Artificial Intelligence and Data Science,ad
1128,"R.M.K. College of Engineering and Technology (Autonomous), R.S.M. Nagar, Puduvoyal, Gummidipoondi Taluk, Thiruvallur District-601206.",TIRUVALLUR,173.5,168.5,162.5,163.5,139,105.5,120,TNEA2025-02159,COMPUTER SCIENCE AND ENGINEERING,cs
1128,"R.M.K. College of Engineering and Technology (Autonomous), R.S.M. Nagar, Puduvoyal, Gummidipoondi Taluk, Thiruvallur District-601206.",TIRUVALLUR,172,167,170.5,163.5,144,128.5,120,TNEA2025-02160,Computer Science and Engineering (Cyber Security),sc
1128,"R.M.K. College of Engineering and Technology (Autonomous), R.S.M. Nagar, Puduvoyal, Gummidipoondi Taluk, Thiruvallur District-601206.",TIRUVALLUR,173,168.5,164,162.5,136.5,128.5,120,TNEA2025-02161,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1128,"R.M.K. College of Engineering and Technology (Autonomous), R.S.M. Nagar, Puduvoyal, Gummidipoondi Taluk, Thiruvallur District-601206.",TIRUVALLUR,170,165.5,163,158.5,132.5,128.5,120,TNEA2025-02162,Electronics Engineering (VLSI Design and Technology),ev
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",TIRUVALLUR,185.5,181.5,171,180,152.5,130.5,139,TNEA2025-02163,Artificial Intelligence and Data Science,ad
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",TIRUVALLUR,159.5,151.5,118,144.5,141,130.5,139,TNEA2025-02164,CIVIL ENGINEERING,ce
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",TIRUVALLUR,182.5,179.5,168.5,175,157,119.5,139,TNEA2025-02165,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",TIRUVALLUR,178,175,168.5,174,139,119.5,139,TNEA2025-02166,COMPUTER SCIENCE AND DESIGN,cd
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",TIRUVALLUR,188,184,177.5,183,167.5,129,139,TNEA2025-02167,COMPUTER SCIENCE AND ENGINEERING,cs
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",TIRUVALLUR,179.5,171,173.5,170.5,140.5,129,139,TNEA2025-02168,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",TIRUVALLUR,184.5,181.5,176,175.5,162,165.5,139,TNEA2025-02169,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",TIRUVALLUR,177,171,166,170,139.5,165.5,139,TNEA2025-02170,Electronics Engineering (VLSI Design and Technology),ev
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",TIRUVALLUR,180.5,176,174.5,170.5,145.5,98,139,TNEA2025-02171,Electronics and Communication (Advanced Communication Technology),ea
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",TIRUVALLUR,184.5,182,177,177.5,163.5,125,106,TNEA2025-02172,INFORMATION TECHNOLOGY,it
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",TIRUVALLUR,172,163,145.5,166,142,125,106,TNEA2025-02173,MECHANICAL ENGINEERING,me
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,130,121.5,103,112.5,115,92,Not Available,TNEA2025-02174,Artificial Intelligence and Data Science,ad
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,98.5,121.5,103,112.5,115,92,Not Available,TNEA2025-02175,CHEMICAL ENGINEERING,ch
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,109,121.5,103,112.5,115,92,Not Available,TNEA2025-02176,CIVIL ENGINEERING,ce
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,109,121.5,103,112.5,115,92,Not Available,TNEA2025-02177,COMPUTER AND COMMUNICATION ENGINEERING,co
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,120,104,105.5,84.5,97.5,92,Not Available,TNEA2025-02178,COMPUTER SCIENCE AND ENGINEERING,cs
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,81.5,104,105.5,84.5,97.5,92,Not Available,TNEA2025-02179,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,105.5,87.5,105.5,101,91.5,92,Not Available,TNEA2025-02180,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,89.5,87.5,105.5,101,91.5,92,Not Available,TNEA2025-02181,FASHION TECHNOLOGY,ft
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,112.5,83.5,105.5,83.5,88.5,86,Not Available,TNEA2025-02182,INFORMATION TECHNOLOGY,it
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,83,83.5,105.5,83.5,88.5,86,Not Available,TNEA2025-02183,MECHANICAL ENGINEERING,me
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,97.5,83.5,105.5,83.5,88.5,86,Not Available,TNEA2025-02184,PETRO CHEMICAL TECHNOLOGY,pc
5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",DINDIGUL,97.5,83.5,105.5,83.5,88.5,86,Not Available,TNEA2025-02185,TEXTILE TECHNOLOGY,tx
4678,"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",VIRUDHUNAGAR,165,151,143,144.5,119,119,Not Available,TNEA2025-02186,Artificial Intelligence and Data Science,ad
4678,"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",VIRUDHUNAGAR,133,92.5,117.5,109,108,119,Not Available,TNEA2025-02187,CIVIL ENGINEERING,ce
4678,"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",VIRUDHUNAGAR,154,143.5,127,135.5,130,119,Not Available,TNEA2025-02188,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
4678,"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",VIRUDHUNAGAR,171.5,161,140.5,144.5,99,119,Not Available,TNEA2025-02189,COMPUTER SCIENCE AND ENGINEERING,cs
4678,"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",VIRUDHUNAGAR,144.5,128.5,140,126,107.5,119,Not Available,TNEA2025-02190,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
4678,"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",VIRUDHUNAGAR,161.5,154.5,140.5,139.5,106.5,119,Not Available,TNEA2025-02191,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
4678,"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",VIRUDHUNAGAR,165,153.5,132.5,147,108,119,Not Available,TNEA2025-02192,INFORMATION TECHNOLOGY,it
4678,"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",VIRUDHUNAGAR,134,114,132.5,108.5,105.5,119,Not Available,TNEA2025-02193,MECHANICAL ENGINEERING,me
1511,"RANIPPETTAI ENGINEERING COLLEGE, THENKADAPPANTHANGAL, VELLORE DISTRICT 632513",RANIPET,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02194,CIVIL ENGINEERING,ce
1511,"RANIPPETTAI ENGINEERING COLLEGE, THENKADAPPANTHANGAL, VELLORE DISTRICT 632514",RANIPET,92,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02195,COMPUTER SCIENCE AND ENGINEERING,cs
1511,"RANIPPETTAI ENGINEERING COLLEGE, THENKADAPPANTHANGAL, VELLORE DISTRICT 632515",RANIPET,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02196,MECHANICAL ENGINEERING,me
1511,"RANIPPETTAI ENGINEERING COLLEGE, THENKADAPPANTHANGAL, VELLORE DISTRICT 632516",RANIPET,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02197,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1511,"RANIPPETTAI ENGINEERING COLLEGE, THENKADAPPANTHANGAL, VELLORE DISTRICT 632517",RANIPET,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-02198,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",COIMBATORE,180,166.5,138,150.5,120.5,112,123,TNEA2025-02199,Artificial Intelligence and Data Science,ad
2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",COIMBATORE,172,127,138,169,140.5,112,123,TNEA2025-02200,BIO MEDICAL ENGINEERING,bm
2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",COIMBATORE,164.5,150.5,154,151.5,113.5,114.5,105.5,TNEA2025-02201,COMPUTER SCIENCE AND ENGINEERING,cs
2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",COIMBATORE,141,117.5,112.5,126.5,83.5,114.5,105.5,TNEA2025-02202,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",COIMBATORE,187,173.5,112.5,151.5,127,148,105.5,TNEA2025-02203,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",COIMBATORE,180,161,136,172.5,129,175,105.5,TNEA2025-02204,INFORMATION TECHNOLOGY,it
2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",COIMBATORE,114,110.5,136,172.5,129,175,105.5,TNEA2025-02205,MECHANICAL AND AUTOMATION ENGINEERING,mu
2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",COIMBATORE,128,107,97.5,86,97.5,97,105.5,TNEA2025-02206,MECHANICAL ENGINEERING,me
2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",COIMBATORE,120,93,88.5,116,97.5,97,105.5,TNEA2025-02207,PETRO CHEMICAL ENGINEERING,pd
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,180.5,170,156.5,172,163.5,112,156.5,TNEA2025-02208,AERONAUTICAL ENGINEERING,ae
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,170,164.5,156.5,160.5,145,112,156.5,TNEA2025-02209,AUTOMOBILE ENGINEERING,au
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,188,185,186,182,168.5,146.5,156.5,TNEA2025-02210,Artificial Intelligence and Data Science,ad
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,185.5,183.5,182,180.5,161.5,133.5,156.5,TNEA2025-02211,Artificial Intelligence and Machine Learning,al
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,178,169,163.5,161,136.5,133.5,156.5,TNEA2025-02212,BIO MEDICAL ENGINEERING,bm
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,176,169.5,170,157,138,123.5,125,TNEA2025-02213,BIO TECHNOLOGY,bt
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,176.5,160.5,170,165,152.5,123.5,125,TNEA2025-02214,CHEMICAL ENGINEERING,ch
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,169,163,156.5,157.5,146.5,123.5,125,TNEA2025-02215,CIVIL ENGINEERING,ce
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,185.5,183,183,180.5,155.5,129,126.5,TNEA2025-02216,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,182.5,181.5,181.5,179,157,159.5,126.5,TNEA2025-02217,COMPUTER SCIENCE AND DESIGN,cd
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,191.5,188,188.5,185.5,169,125.5,159.5,TNEA2025-02218,COMPUTER SCIENCE AND ENGINEERING,cs
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,187,184.5,183,181,165.5,144,156.5,TNEA2025-02219,Computer Science and Engineering (Cyber Security),sc
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,182.5,181,179.5,178,157,131.5,156.5,TNEA2025-02220,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,188.5,186,184,182.5,168,110.5,132.5,TNEA2025-02221,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,172,164.5,170,163,141.5,118,118,TNEA2025-02222,FOOD TECHNOLOGY,fd
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,188.5,186,185,183,167.5,139.5,161,TNEA2025-02223,INFORMATION TECHNOLOGY,it
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,175.5,170,167.5,166,144.5,112.5,111.5,TNEA2025-02224,MECHANICAL ENGINEERING,me
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,179.5,174,178,173,156,130,111.5,TNEA2025-02225,Mechatronics Engineering,mz
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",KANCHIPURAM,179.5,177,175.5,170.5,143.5,130,111.5,TNEA2025-02226,ROBOTICS AND AUTOMATION,rm
1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,185,181,178.5,177,154.5,128.5,105.5,TNEA2025-02227,Artificial Intelligence and Data Science,ad
1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,174.5,168,157,158,135.5,128.5,105.5,TNEA2025-02228,BIO TECHNOLOGY,bt
1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,183,178.5,179.5,177,153,128.5,105.5,TNEA2025-02229,COMPUTER AND COMMUNICATION ENGINEERING,co
1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",TIRUVALLUR,182,178.5,178,176.5,142.5,106.5,105.5,TNEA2025-02230,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
